uniprot_A,uniprot_B,Entry_name_A,Entry_name_B,Gene_A,Gene_B,org_A,org_B,interaction_type,V1,V2
Q77M19,P42167,q77m19_measw,lap2b_human,P,TMPO,measw,human,association;,1,0
P03431,Q8IX01,rdrp_i34a1,sugp2_human,PB1,SUGP2,i34a1,human,association;,3,1
C5E519,O75419,c5e519_9infa,cdc45_human,M2,CDC45,A/New York/1682/2009(H1N1),human,association;,1,0
F5HE15,P07093,f5he15_hhv8,gdn_human,ORF17.5,SERPINE2,hhv8,human,association;,1,0
C5E519,Q96BN8,c5e519_9infa,otul_human,M2,OTULIN,A/New York/1682/2009(H1N1),human,association;,1,0
O43324,P04591,mca3_human,p04591-pro_0000038593,EEF1E1,gag,human,hv1h2,physical association;,1,0
P0DTD1,P35658,p0dtd1-pro_0000449627,nu214_human,rep,NUP214,SARS-CoV-2,human,association;,1,0
P19712,P39019,P19712,rs19_human,P19712,RPS19,CSFV,human,association;,1,1
P27958,Q6P1N9,P27958,tatd1_human,P27958,TATDN1,hcvh,human,association;,1,0
Q9UBX5,Q69119,fbln5_human,Q69119,FBLN5,Q69119,human,ebvg,physical association;,1,0
Q194T2,O95639,q194t2_9infa,cpsf4_human,NS1,CPSF4,influenza a virus (a/wsn/1933(h1n1)),human,association;physical association;,5,0
Q20MH8,Q9UBB4,q20mh8_i33a0,atx10_human,M2,ATXN10,i33a0,human,association;,2,0
P06464,O95782,ve7_hpv6b,ap2a1_human,E7,AP2A1,hpv6b,human,association;,1,0
I6T1Z2,Q9NTJ3,i6t1z2_i68a0,smc4_human,NS1,SMC4,i68a0,human,association;,1,0
Q2MG95,P16615,q2mg95_ebvb9,at2a2_human,BVLF1,ATP2A2,ebvb9,human,association;,1,0
P01100,P03129,fos_human,ve7_hpv16,FOS,E7,human,hpv16,direct interaction;,1,2
P04637,Q8QVZ0,p53_human,Q8QVZ0,TP53,Q8QVZ0,human,hepatitis c virus subtype 1b,colocalization;,1,0
P30119,Q9Y230,btrf1_ebvb9,ruvb2_human,btrf1_ebvb9,RUVBL2,ebvb9,human,association;,1,0
Q77M19,P56192,q77m19_measw,symc_human,P,MARS1,measw,human,association;,2,0
Q92793,P03255,cbp_human,e1a_ade05,CREBBP,e1a_ade05,human,ade05,physical association;,2,2
Q9WMX2,O43175,Q9WMX2,sera_human,Q9WMX2,PHGDH,hcvco,human,association;,1,1
P0C739,O14735,bnl2a_ebvb9,cdipt_human,bnl2a_ebvb9,CDIPT,ebvb9,human,association;,1,0
P03182,O15173,ear_ebvb9,pgrc2_human,ear_ebvb9,PGRMC2,ebvb9,human,association;,1,0
O14641,P03428,dvl2_human,pb2_i34a1,DVL2,PB2,human,i34a1,physical association;,1,1
Q98143,O95232,q98143_hhv8,lc7l3_human,ORF21,LUC7L3,hhv8,human,association;,1,0
P03254,P62826,e1a_ade02,ran_human,e1a_ade02,RAN,ade02,human,direct interaction;physical association;,4,0
Q00577,P03070,pura_human,P03070,PURA,P03070,human,sv40,physical association;,1,0
P03246,Q9HBH5,e1bs_ade05,rdh14_human,e1bs_ade05,RDH14,ade05,human,association;,1,1
C5E519,Q9NX63,c5e519_9infa,mic19_human,M2,CHCHD3,A/New York/1682/2009(H1N1),human,association;,1,0
Q1K9H2,P52294,q1k9h2_i33a0,ima5_human,NP,KPNA1,i33a0,human,association;,4,0
Q1HVK9,P15144,q1hvk9_cvh22,ampn_human,S,ANPEP,hcov-229e,human,direct interaction;,1,0
Q0HD54,P61513,ns1_i40a0,rl37a_human,NS,RPL37A,i40a0,human,association;,1,0
P28070,P27958,psb4_human,P27958,PSMB4,P27958,human,hcvh,physical association;,1,0
Q2PRM9,Q9NXX6,Q2PRM9,nse4a_human,Q2PRM9,NSMCE4A,povbk,human,association;,1,0
P03428,Q9Y5V3,pb2_i34a1,magd1_human,PB2,MAGED1,i34a1,human,association;,3,0
Q2MG95,P39656,q2mg95_ebvb9,ost48_human,BVLF1,DDOST,ebvb9,human,association;,1,0
P15059,Q9NUU7,spi2_vaccw,dd19a_human,SPI-2,DDX19A,vaccw,human,association;,1,0
P14079,O14964,tax_htl1c,hgs_human,tax,HGS,htl1c,human,physical association;,4,0
Q01220,P12235,a52_vaccw,adt1_human,a52_vaccw,SLC25A4,vaccw,human,association;,1,0
Q77M19,P26373,q77m19_measw,rl13_human,P,RPL13,measw,human,association;,2,0
Q99IB8,Q96RK0,Q99IB8,cic_human,Q99IB8,CIC,hcvjf,human,physical association;,1,0
P06460,Q8WUG5,P06460,s22ah_human,P06460,SLC22A17,hpv6b,human,association;,1,1
P03070,P52294,P03070,ima5_human,P03070,KPNA1,sv40,human,direct interaction;,1,0
Q76RI8,Q9NW15,q76ri8_hhv8,ano10_human,ORF16,ANO10,hhv8,human,association;,1,0
Q99IB8,Q53GQ0,Q99IB8,dhb12_human,Q99IB8,HSD17B12,hcvjf,human,association;,1,0
I6TAH8,P51398,i6tah8_i68a0,rt29_human,NP,DAP3,i68a0,human,association;,3,0
C5E527,Q9UJC3,c5e527_9infa,hook1_human,PB2,HOOK1,A/New York/1682/2009(H1N1),human,association;,1,0
C5E519,Q6P3X3,c5e519_9infa,ttc27_human,M2,TTC27,A/New York/1682/2009(H1N1),human,association;,1,0
A0A142I5B9,P62753,A0A142I5B9,rs6_human,A0A142I5B9,RPS6,ZIKVK,human,association;,1,0
Q8AZJ3,P50402,bnl2b_ebvb9,emd_human,bnl2b_ebvb9,EMD,ebvb9,human,association;,1,0
C5E524,Q92599,c5e524_9infa,sept8_human,NS1,SEPTIN8,A/New York/1682/2009(H1N1),human,association;,1,0
I6TAH8,Q8IYB3,i6tah8_i68a0,srrm1_human,NP,SRRM1,i68a0,human,association;,1,0
P0DOE9,Q9NPJ6,ns1_hrsva,med4_human,1C,MED4,hrsva,human,association;,1,0
P27958,Q8NEG7,P27958,den6b_human,P27958,DENND6B,hcvh,human,association;,1,0
P0C206,P63165,rex_htl1c,sumo1_human,p27Rex,SUMO1,htl1c,human,physical association;,2,0
Q9WMX2,P67870,Q9WMX2,csk2b_human,Q9WMX2,CSNK2B,hcvco,human,physical association;,1,0
I6TAH8,Q9Y2X3,i6tah8_i68a0,nop58_human,NP,NOP58,i68a0,human,association;,3,0
P06463,P10644,ve6_hpv18,kap0_human,E6,PRKAR1A,hpv18,human,association;,1,1
O75953,Q8AZK7,dnjb5_human,ebna5_ebvb9,DNAJB5,EBNA-LP,human,ebvb9,physical association;,1,1
P06821,O14828,m2_i34a1,scam3_human,M,SCAMP3,i34a1,human,association;,2,0
O56264,P06899,ns1_i97a1,h2b1j_human,NS,H2BC11,i97a1,human,association;,1,0
P03246,A4FU69,e1bs_ade05,efcb5_human,e1bs_ade05,EFCAB5,ade05,human,association;,1,0
B4URF7,O14776,b4urf7_i33a0,tcrg1_human,PB2,TCERG1,i33a0,human,association;,1,0
Q12906,Q05127,ilf3_human,vp35_ebozm,ILF3,VP35,human,ebozm,physical association;,3,0
P0CK49,Q70UQ0,teg7_ebvb9,ikip_human,teg7_ebvb9,IKBIP,ebvb9,human,association;,1,0
A0A142I5B9,O60830,A0A142I5B9,ti17b_human,A0A142I5B9,TIMM17B,ZIKVK,human,association;,1,0
P05919,Q9Y6D6,vpu_hv1h2,big1_human,vpu,ARFGEF1,hv1h2,human,association;,2,0
P69713,P04637,x_hbva3,p53_human,X,TP53,hbv-a,human,physical association;,1,0
P0DTC7,Q5H9R7,ns7a_sars2,pp6r3_human,Protein X4,PPP6R3,SARS-CoV-2,human,association;,1,0
P06428,Q7Z4V5,ve6_hpv08,hdgr2_human,E6,HDGFL2,hpv08,human,association;,1,0
P06460,P27105,P06460,stom_human,P06460,STOM,hpv6b,human,association;,1,1
Q1K9H2,Q6PKG0,q1k9h2_i33a0,larp1_human,NP,LARP1,i33a0,human,association;,4,0
Q77M19,O00483,q77m19_measw,ndua4_human,P,NDUFA4,measw,human,association;,2,0
P03366,Q14152,pol_hv1b1,eif3a_human,gag-pol,EIF3A,hv1b1,human,association;,3,0
Q77M19,P57105,q77m19_measw,syj2b_human,P,SYNJ2BP,measw,human,association;,1,0
P0C206,O75928,rex_htl1c,pias2_human,p27Rex,PIAS2,htl1c,human,physical association;,2,2
C5E526,Q96BY7,c5e526_9infa,atg2b_human,PB1,ATG2B,A/New York/1682/2009(H1N1),human,association;,1,0
P06461,Q9H2V7,P06461,spns1_human,P06461,SPNS1,hpv6b,human,association;,1,1
Q96FZ7,P03433,chmp6_human,pa_i34a1,CHMP6,PA,human,i34a1,physical association;,1,1
P06821,Q5SRD1,m2_i34a1,ti23b_human,M,TIMM23B,i34a1,human,association;,2,0
Q76RG8,Q9H4L5,q76rg8_hhv8,osbl3_human,ORF46,OSBPL3,hhv8,human,association;,1,0
P36778,Q9Y2S7,ve2_hpv03,pdip2_human,E2,POLDIP2,hpv03,human,physical association;,2,1
P04578,P05107,p04578-pro_0000038427,itb2_human,env,ITGB2,hv1h2,human,association;,3,2
Q6VGT1,Q96T49,q6vgt1_ade05,pp16b_human,E4,PPP1R16B,ade05,human,physical association;,1,0
X5HMX4,O15118,x5hmx4_9mono,npc1_human,GP,NPC1,Zaire ebolavirus,human,direct interaction;,3,0
O56264,P0C0S8,ns1_i97a1,h2a1_human,NS,H2AC17,i97a1,human,association;,1,0
P03220,O95967,ul95_ebvb9,fbln4_human,ul95_ebvb9,EFEMP2,ebvb9,human,association;,1,0
P05919,P78357,vpu_hv1h2,cntp1_human,vpu,CNTNAP1,hv1h2,human,association;,2,0
P03118,Q07817,ve2_hpv1,b2cl1_human,E2,BCL2L1,hpv1a,human,physical association;,1,0
P03179,P46734,mtp_ebvb9,mp2k3_human,mtp_ebvb9,MAP2K3,ebvb9,human,association;,1,0
C5E527,Q9BWH6,c5e527_9infa,rpap1_human,PB2,RPAP1,A/New York/1682/2009(H1N1),human,association;,1,0
P03496,Q71U36,ns1_i34a1,tba1a_human,NS,TUBA1A,i34a1,human,association;,1,0
I6T1Z2,Q8NI60,i6t1z2_i68a0,coq8a_human,NS1,COQ8A,i68a0,human,association;,3,0
P04578,O43852,p04578-pro_0000038427,calu_human,env,CALU,hv1h2,human,association;,1,0
Q99IB8,P48047,Q99IB8,atpo_human,Q99IB8,ATP5PO,hcvjf,human,association;,1,0
P06792,O94851,ve5_hpv18,mica2_human,E5,MICAL2,hpv18,human,association;,1,1
P03428,P08195,pb2_i34a1,4f2_human,PB2,SLC3A2,i34a1,human,association;,1,0
P06927,P04920,ve5_hpv16,b3a2_human,E5,SLC4A2,hpv16,human,association;,1,0
Q9WPI5,Q8N163,q9wpi5_9infa,ccar2_human,NS1,CCAR2,influenza a virus (a/texas/36/1991(h1n1)),human,association;,1,0
P03182,O00391,ear_ebvb9,qsox1_human,ear_ebvb9,QSOX1,ebvb9,human,association;,1,0
P06792,P78381,ve5_hpv18,s35a2_human,E5,SLC35A2,hpv18,human,association;,1,1
Q20MH3,Q96SI9,q20mh3_i33a0,strbp_human,NS1,STRBP,i33a0,human,physical association;,1,0
P0DTD1,Q99848,p0dtd1-pro_0000449632,ebp2_human,rep,EBNA1BP2,SARS-CoV-2,human,association;,1,0
P61073,P03377,cxcr4_human,p03377-pro_0000038388,CXCR4,env,human,hv1br,association;,1,0
H9XIJ5,P15104,h9xij5_i75a3,glna_human,PB2,GLUL,i75a3,human,physical association;,1,0
P06422,Q9NZV6,ve2_hpv08,msrb1_human,E2,MSRB1,hpv08,human,physical association;,1,1
P06932,O75817,ve7_hpv05,pop7_human,E7,POP7,hpv05,human,physical association;,1,1
Q8AZK7,P09012,ebna5_ebvb9,snrpa_human,EBNA-LP,SNRPA,ebvb9,human,association;,1,1
P03179,A3KMH1,mtp_ebvb9,vwa8_human,mtp_ebvb9,VWA8,ebvb9,human,association;,1,0
P12520,O75179,vpr_hv1n5,anr17_human,vpr,ANKRD17,hv1n5,human,association;,2,0
Q77M19,P47914,q77m19_measw,rl29_human,P,RPL29,measw,human,association;,2,0
Q20MH3,P49589,q20mh3_i33a0,sycc_human,NS1,CARS1,i33a0,human,physical association;,1,0
Q9P0L0,P27958,vapa_human,P27958,VAPA,P27958,human,hcvh,physical association;association;colocalization;,7,0
P36778,Q8N1B4,ve2_hpv03,vps52_human,E2,VPS52,hpv03,human,physical association;,1,1
P03203,Q93062,ebna4_ebvb9,rbpms_human,EBNA4,RBPMS,ebvb9,human,physical association;,1,0
Q9WMX2,Q08830,Q9WMX2,fgl1_human,Q9WMX2,FGL1,hcvco,human,physical association;,1,0
A0A142I5B9,P62847,A0A142I5B9,rs24_human,A0A142I5B9,RPS24,ZIKVK,human,association;,1,0
P06461,Q9HC07,P06461,tm165_human,P06461,TMEM165,hpv6b,human,association;,1,1
P21605,P38159,e3_vaccw,rbmx_human,p25,RBMX,vaccw,human,association;,1,0
P12792,P28340,nss_sfsv,dpod1_human,NSS,POLD1,sfsv,human,association;,1,0
Q5EP37,Q7Z4H7,q5ep37_9infa,haus6_human,PB1,HAUS6,influenza a virus (a/viet nam/1203/2004(h5n1)),human,association;,1,0
Q1K9H5,Q15773,q1k9h5_i33a0,mlf2_human,PB1,MLF2,i33a0,human,association;,2,0
O14503,P03431,bhe40_human,rdrp_i34a1,BHLHE40,PB1,human,i34a1,physical association;,1,2
Q91B85,Q5QJE6,Q91B85,tdif2_human,Q91B85,DNTTIP2,alkhumra hemorrhagic fever virus,human,physical association;,1,1
P12504,P11441,vif_hv1n5,ubl4a_human,vif,UBL4A,hv1n5,human,association;physical association;,2,0
P0CK56,P51571,ul92_ebvb9,ssrd_human,ul92_ebvb9,SSR4,ebvb9,human,association;,1,0
P0CK56,P50402,ul92_ebvb9,emd_human,ul92_ebvb9,EMD,ebvb9,human,association;,1,0
P04578,Q9H3P7,env_hv1h2,gcp60_human,env,ACBD3,hv1h2,human,association;,2,1
Q8AZK7,O95817,ebna5_ebvb9,bag3_human,EBNA-LP,BAG3,ebvb9,human,association;,1,0
P0CK56,O75396,ul92_ebvb9,sc22b_human,ul92_ebvb9,SEC22B,ebvb9,human,association;,1,0
P0DTD2,P62140,orf9b_sars2,pp1b_human,ORF-9b,PPP1CB,SARS-CoV-2,human,association;,1,0
C5E527,Q9NVI1,c5e527_9infa,fanci_human,PB2,FANCI,A/New York/1682/2009(H1N1),human,association;,3,0
P06463,P09543,ve6_hpv18,cn37_human,E6,CNP,hpv18,human,association;,2,0
P03118,P16144,ve2_hpv1,itb4_human,E2,ITGB4,hpv1a,human,physical association;,1,0
P62191,P03129,prs4_human,ve7_hpv16,PSMC1,E7,human,hpv16,direct interaction;,1,0
Q96CV9,Q99IB8,optn_human,Q99IB8,OPTN,Q99IB8,human,hcvjf,physical association;,1,0
Q9WPI5,P12235,q9wpi5_9infa,adt1_human,NS1,SLC25A4,influenza a virus (a/texas/36/1991(h1n1)),human,association;,1,0
Q5EP28,Q9BYD6,q5ep28_9infa,rm01_human,NP,MRPL1,influenza a virus (a/viet nam/1203/2004(h5n1)),human,association;,1,0
Q6DP94,Q9H1D9,q6dp94_9infa,rpc6_human,NS,POLR3F,h5n1)-2,human,physical association;,1,0
P36780,Q9Y570,ve2_hpv09,ppme1_human,E2,PPME1,Human papillomavirus type 9,human,physical association;,1,1
P06461,O94919,P06461,endd1_human,P06461,ENDOD1,hpv6b,human,association;,1,0
D0UZU1,P49916,d0uzu1_hhv8,dnli3_human,ORF73,LIG3,hhv8,human,association;,1,0
Q1K9H2,O95232,q1k9h2_i33a0,lc7l3_human,NP,LUC7L3,i33a0,human,association;,2,0
P0DTD1,Q5T6F2,p0dtd1-pro_0000449629,ubap2_human,rep,UBAP2,SARS-CoV-2,human,association;,1,0
C5E527,P01889,c5e527_9infa,hlab_human,PB2,HLA-B,A/New York/1682/2009(H1N1),human,association;,1,0
P35256,Q6NXT2,vp24_mabvm,h3c_human,VP24,H3-5,mabvm,human,association;,1,0
P55196,Q9WMX2,afad_human,Q9WMX2,AFDN,Q9WMX2,human,hcvco,physical association;,1,2
P0DTC5,Q9NQC3,vme1_sars2,rtn4_human,vme1_sars2,RTN4,SARS-CoV-2,human,association;,1,0
C5E519,Q9P035,c5e519_9infa,hacd3_human,M2,HACD3,A/New York/1682/2009(H1N1),human,association;,2,0
P10643,Q9WMX2,co7_human,Q9WMX2,C7,Q9WMX2,human,hcvco,physical association;,1,2
P03428,Q96L14,pb2_i34a1,c170l_human,PB2,CEP170P1,i34a1,human,association;,2,0
Q9DUG7,Q99615,Q9DUG7,dnjc7_human,Q9DUG7,DNAJC7,jcpyv,human,association;,1,0
P0DTD1,Q8NBX0,p0dtd1-pro_0000449625,scpdl_human,rep,SCCPDH,SARS-CoV-2,human,association;,1,0
P24772,Q16543,b14_vaccw,cdc37_human,b14_vaccw,CDC37,vaccw,human,association;,1,0
Q9BYX4,Q997F2,ifih1_human,v_nipav,IFIH1,P/V/C,human,nipav,physical association;,1,1
Q77M19,O94905,q77m19_measw,erln2_human,P,ERLIN2,measw,human,association;,1,0
Q0A2H1,P15822,nep_i59a0,zep1_human,NS,HIVEP1,strain a/chicken/scotland/1959 h5n1,human,physical association;,1,1
Q0A2H1,P21912,nep_i59a0,sdhb_human,NS,SDHB,strain a/chicken/scotland/1959 h5n1,human,physical association;,1,1
P06792,Q8WVM8,ve5_hpv18,scfd1_human,E5,SCFD1,hpv18,human,association;,1,1
P06460,Q9GZP9,P06460,derl2_human,P06460,DERL2,hpv6b,human,association;,1,0
P03118,Q01130,ve2_hpv1,srsf2_human,E2,SRSF2,hpv1a,human,physical association;,1,0
P06927,Q96BY9,ve5_hpv16,saraf_human,E5,SARAF,hpv16,human,association;,1,1
P06792,Q9BQB6,ve5_hpv18,vkor1_human,E5,VKORC1,hpv18,human,association;,1,1
Q1K9H2,Q00577,q1k9h2_i33a0,pura_human,NP,PURA,i33a0,human,association;,2,0
B4URF7,P82650,b4urf7_i33a0,rt22_human,PB2,MRPS22,i33a0,human,association;,1,0
Q2PJP0,Q96RT1,q2pjp0_9infa,erbin_human,NS1,ERBIN,h5n1)-1,human,physical association;,1,0
P03070,P62826,P03070,ran_human,P03070,RAN,sv40,human,direct interaction;,1,0
P15059,P20671,spi2_vaccw,h2a1d_human,SPI-2,H2AC7,vaccw,human,association;,1,0
Q77M19,Q9Y3E5,q77m19_measw,pth2_human,P,PTRH2,measw,human,association;,1,0
P03428,P50222,pb2_i34a1,meox2_human,PB2,MEOX2,i34a1,human,physical association;,1,2
B4URF7,Q15051,b4urf7_i33a0,iqcb1_human,PB2,IQCB1,i33a0,human,association;,1,0
P12520,Q9BT78,vpr_hv1n5,csn4_human,vpr,COPS4,hv1n5,human,association;,2,0
P0DTD1,P53007,p0dtd1-pro_0000449620,txtp_human,rep,SLC25A1,SARS-CoV-2,human,association;,1,0
P09613,Q96DZ1,gp_uuks,erlec_human,GP,ERLEC1,Uuk,human,association;,1,0
P11586,Q9WMX2,c1tc_human,Q9WMX2,MTHFD1,Q9WMX2,human,hcvco,physical association;,3,1
P0DOE9,O15270,ns1_hrsva,sptc2_human,1C,SPTLC2,hrsva,human,association;,1,0
P04487,P09651,rnb_hhv11,roa1_human,US11,HNRNPA1,hhv11,human,association;,1,0
P36780,Q8N2W9,ve2_hpv09,pias4_human,E2,PIAS4,Human papillomavirus type 9,human,physical association;,2,1
O41946,Q9UNK0,o41946_mhv68,stx8_human,30,STX8,mhv68,human,physical association;,1,1
A0A142I5B9,P62841,A0A142I5B9,rs15_human,A0A142I5B9,RPS15,ZIKVK,human,association;,1,0
Q1K9H5,Q5THK1,q1k9h5_i33a0,pr14l_human,PB1,PRR14L,i33a0,human,association;,3,0
P0DTC5,P40939,vme1_sars2,echa_human,vme1_sars2,HADHA,SARS-CoV-2,human,association;,1,0
P0C739,O15269,bnl2a_ebvb9,sptc1_human,bnl2a_ebvb9,SPTLC1,ebvb9,human,association;,1,0
P36791,Q96KG9,ve2_hpv32,scyl1_human,E2,SCYL1,hpv32,human,physical association;,1,1
Q91B85,Q9BV73,Q91B85,cp250_human,Q91B85,CEP250,alkhumra hemorrhagic fever virus,human,physical association;,1,0
Q6DP94,O95219,q6dp94_9infa,snx4_human,NS,SNX4,h5n1)-2,human,physical association;,1,0
P03427,P27105,pb2_i33a0,stom_human,PB2,STOM,i33a0,human,association;,1,0
Q8JPQ9,P78347,nss_bunl8,gtf2i_human,N,GTF2I,bunl8,human,association;,1,0
Q01220,P13637,a52_vaccw,at1a3_human,a52_vaccw,ATP1A3,vaccw,human,association;,1,0
P04487,P61353,rnb_hhv11,rl27_human,US11,RPL27,hhv11,human,association;,1,0
Q14258,F1BA49,tri25_human,F1BA49,TRIM25,F1BA49,human,sfts virus hb29,colocalization;,3,0
E7ELX2,Q9BZE4,E7ELX2,nog1_human,E7ELX2,GTPBP4,recombinant hepatitis c virus j6/jfh1(ed43-ns5a),human,association;,1,0
Q0A2H1,Q96HA1,nep_i59a0,p121a_human,NS,POM121,strain a/chicken/scotland/1959 h5n1,human,physical association;,1,1
Q9WMX2,Q9BTM1,Q9WMX2,h2aj_human,Q9WMX2,H2AJ,hcvco,human,association;,1,0
O36551,P55084,o36551_hhv8,echb_human,K8.1,HADHB,hhv8,human,association;,1,0
A0A663DJA2,P53621,a0a663dja2_sars2,copa_human,ORF10,COPA,SARS-CoV-2,human,association;,1,0
P0DTC8,O95071,P0DTC8,ubr5_human,P0DTC8,UBR5,SARS-CoV-2,human,association;,1,0
A0A142I5B9,P35251,A0A142I5B9,rfc1_human,A0A142I5B9,RFC1,ZIKVK,human,association;,1,0
P12792,Q14232,nss_sfsv,ei2ba_human,NSS,EIF2B1,sfsv,human,association;,1,0
P03366,P62714,pol_hv1b1,pp2ab_human,gag-pol,PPP2CB,hv1b1,human,association;,2,0
P06460,Q9BZG1,P06460,rab34_human,P06460,RAB34,hpv6b,human,association;,1,0
O75844,P06821,face1_human,m2_i34a1,ZMPSTE24,M,human,i34a1,physical association;,1,0
Q9UI10,Q6DPW5,ei2bd_human,q6dpw5_9infa,EIF2B4,M,human,influenza a virus (a/viet nam/1203/2004(h5n1)),physical association;,1,0
Q20MH3,Q03188,q20mh3_i33a0,cenpc_human,NS1,CENPC,i33a0,human,physical association;,1,0
P0DTC5,P11310,vme1_sars2,acadm_human,vme1_sars2,ACADM,SARS-CoV-2,human,association;,1,0
P06460,Q969E2,P06460,scam4_human,P06460,SCAMP4,hpv6b,human,association;,1,1
Q20MH4,O75348,q20mh4_i33a0,vatg1_human,NS2,ATP6V1G1,i33a0,human,physical association;,1,0
P03466,Q96GC5,ncap_i34a1,rm48_human,NP,MRPL48,i34a1,human,association;,1,0
P06821,Q8NI60,m2_i34a1,coq8a_human,M,COQ8A,i34a1,human,association;,1,0
P0C739,Q969N2,bnl2a_ebvb9,pigt_human,bnl2a_ebvb9,PIGT,ebvb9,human,association;,1,0
Q92844,P17362,tank_human,c6_vaccw,TANK,c6_vaccw,human,vaccw,physical association;,1,0
Q1K9H2,Q15365,q1k9h2_i33a0,pcbp1_human,NP,PCBP1,i33a0,human,association;,3,0
O40948,Q13308,o40948_hhv8,ptk7_human,K14,PTK7,hhv8,human,association;,1,0
Q5MJ03,P51991,Q5MJ03,roa3_human,Q5MJ03,HNRNPA3,ebvg,human,association;,2,0
B4URF7,Q86XI2,b4urf7_i33a0,cndg2_human,PB2,NCAPG2,i33a0,human,association;,1,0
P03433,Q53H12,pa_i34a1,agk_human,PA,AGK,i34a1,human,association;,1,0
P06790,P26641,ve2_hpv18,ef1g_human,E2,EEF1G,hpv18,human,physical association;,1,0
Q194T2,Q9UHV9,q194t2_9infa,pfd2_human,NS1,PFDN2,influenza a virus (a/wsn/1933(h1n1)),human,association;,1,0
P04494,P56545,e3gl_ade05,ctbp2_human,GP19K,CTBP2,ade05,human,physical association;,1,0
Q8N4C6,P03508,nin_human,nep_i34a1,NIN,NS,human,i34a1,physical association;,1,0
P0C762,P08670,gb_ebvg,vime_human,gB,VIM,ebvg,human,physical association;,1,0
A0A142I5B9,Q9NP92,A0A142I5B9,rt30_human,A0A142I5B9,MRPS30,ZIKVK,human,association;,1,0
O40955,Q9NU22,O40955,mdn1_human,O40955,MDN1,rubvr,human,association;,1,0
P03220,Q9Y5M8,ul95_ebvb9,srprb_human,ul95_ebvb9,SRPRB,ebvb9,human,association;,1,0
P04487,P83881,rnb_hhv11,rl36a_human,US11,RPL36A,hhv11,human,association;,1,0
P03220,P49327,ul95_ebvb9,fas_human,ul95_ebvb9,FASN,ebvb9,human,association;,1,0
P03246,P48060,e1bs_ade05,glip1_human,e1bs_ade05,GLIPR1,ade05,human,association;,1,1
Q9WPI5,Q7L2E3,q9wpi5_9infa,dhx30_human,NS1,DHX30,influenza a virus (a/texas/36/1991(h1n1)),human,association;,1,0
B4URF7,Q8N122,b4urf7_i33a0,rptor_human,PB2,RPTOR,i33a0,human,association;,1,0
P06463,P12110,ve6_hpv18,co6a2_human,E6,COL6A2,hpv18,human,association;,1,0
Q05127,P30050,vp35_ebozm,rl12_human,VP35,RPL12,ebozm,human,association;,2,0
P06792,P50416,ve5_hpv18,cpt1a_human,E5,CPT1A,hpv18,human,association;,1,0
P0C739,O15260,bnl2a_ebvb9,surf4_human,bnl2a_ebvb9,SURF4,ebvb9,human,association;,1,0
P0CK56,O95302,ul92_ebvb9,fkbp9_human,ul92_ebvb9,FKBP9,ebvb9,human,association;,1,0
P24830,P61086,ve2_hpv39,ube2k_human,E2,UBE2K,Human papillomavirus type 39,human,physical association;,2,1
Q77M19,P26641,q77m19_measw,ef1g_human,P,EEF1G,measw,human,association;,1,0
Q63HM2,P0C045,pcx4_human,f_hcvh,PCNX4,p17,human,hcvh,physical association;,2,0
P03427,Q6XUX3,pb2_i33a0,dusty_human,PB2,DSTYK,i33a0,human,association;,1,0
Q2MG95,Q9Y6C2,q2mg95_ebvb9,emil1_human,BVLF1,EMILIN1,ebvb9,human,association;,1,0
Q77M19,P55084,q77m19_measw,echb_human,P,HADHB,measw,human,association;,1,0
A0A142I5B9,Q96A35,A0A142I5B9,rm24_human,A0A142I5B9,MRPL24,ZIKVK,human,association;,1,0
I6TAH8,O95232,i6tah8_i68a0,lc7l3_human,NP,LUC7L3,i68a0,human,association;,1,0
P04487,P62829,rnb_hhv11,rl23_human,US11,RPL23,hhv11,human,association;,1,0
P03431,Q12955,rdrp_i34a1,ank3_human,PB1,ANK3,i34a1,human,association;,1,0
P0C206,P63279,rex_htl1c,ubc9_human,p27Rex,UBE2I,htl1c,human,physical association;,2,2
P0C6X7,Q9BTC0,p0c6x7-pro_0000037309,dido1_human,rep,DIDO1,sars-cov,human,association;,1,0
P06422,P22314,ve2_hpv08,uba1_human,E2,UBA1,hpv08,human,physical association;,1,1
P27958,Q8N6L7,P27958,tm252_human,P27958,TMEM252,hcvh,human,association;,1,0
P03177,O00203,kith_ebvb9,ap3b1_human,TK,AP3B1,ebvb9,human,association;,1,0
P06792,Q9P035,ve5_hpv18,hacd3_human,E5,HACD3,hpv18,human,association;,1,0
P56524,P12978,hdac4_human,ebna2_ebvb9,HDAC4,EBNA2,human,ebvb9,association;,1,0
P69901,Q9NRP0,P69901,ostc_human,P69901,OSTC,hpv11,human,association;,1,0
P0CK47,Q9Y228,nec1_ebvb9,t3jam_human,NEC1,TRAF3IP3,ebvb9,human,physical association;,1,0
Q2MG95,P12109,q2mg95_ebvb9,co6a1_human,BVLF1,COL6A1,ebvb9,human,association;,1,0
Q69117,P30530,q69117_ebvg,ufo_human,BFRF1A,AXL,ebvg,human,association;,1,0
P69901,Q8NC54,P69901,kct2_human,P69901,KCT2,hpv11,human,association;,1,0
P03185,Q16611,nec2_ebvb9,bak_human,NEC2,BAK1,ebvb9,human,physical association;,1,0
P03126,P19438,ve6_hpv16,tnr1a_human,E6,TNFRSF1A,hpv16,human,physical association;,1,2
