Elm,Domain,interactorElm,interactorDomain,StartElm,StopElm,StartDomain,StopDomain,AffinityMin,AffinityMax,PMID,taxonomyElm,taxonomyDomain
MOD_CDK_SPK_2,PF00069,P15311,Q00535,232,237,4,286,None,None,12769842,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPK_2,PF00069,Q62799,Q03114,1117,1122,4,286,None,None,12824184,10116(Rattus norvegicus),10116(Rattus norvegicus)
MOD_CDK_SPxK_1,PF00069,P25054,P24941,1357,1363,4,286,None,None,19703905,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPxK_1,PF00069,Q9NP87,P24941,369,375,4,286,None,None,23933132,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPxK_1,PF00069,Q16665,P06493,665,671,4,287,None,None,24189531,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPxK_1,PF00069,Q07820,P06493,89,95,4,287,None,None,20526282,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPxxK_3,PF00069,Q8WWK9,P06493,620,627,4,287,None,None,19369249,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPxK_1,PF00069,Q13950-2,P06493,448,454,4,287,None,None,16407259,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPxK_1,PF00069,Q12959,P06493,155,161,4,287,None,None,19066288,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPxK_1,PF00069,Q12959,P24941,155,161,4,286,None,None,19066288,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPxK_1,PF00069,Q12959,P06493,440,446,4,287,None,None,19066288,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPxK_1,PF00069,Q12959,P24941,440,446,4,286,None,None,19066288,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPxK_1,PF00069,Q13416,P24941,113,119,4,286,None,None,22334659,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPxxK_3,PF00069,Q13416,P24941,223,230,4,286,None,None,22334659,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPK_2,PF00069,P06400,P06493,249,254,4,287,None,None,1756735,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPxK_1,PF00069,P06400,P06493,249,255,4,287,None,None,1756735,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPxK_1,PF00069,P06400,P06493,370,376,4,287,None,None,1756735,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPxK_1,PF00069,P06400,P06493,808,814,4,287,None,None,1756735,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPxK_1,PF00069,Q6PGQ7,P50750,322,328,19,315,None,None,25742493,9606(Homo sapiens),9606(Homo sapiens)
MOD_CDK_SPxK_1,PF00069,Q99741,P24941,71,77,4,286,None,None,16707497,9606(Homo sapiens),9606(Homo sapiens)
LIG_APCC_ABBA_1,PF00400,Q08981,P53197,61,66,None,None,None,None,"23,707,760,256,698,800,000,000,000,000,000",559292(Saccharomyces cerevisiae S288c),559292(Saccharomyces cerevisiae S288c)
LIG_APCC_ABBA_1,PF00400,P78396,Q12834,135,140,None,None,None,None,25669885,9606(Homo sapiens),9606(Homo sapiens)
LIG_APCC_ABBA_1,PF00400,P20248,Q12834,99,104,None,None,None,None,25669885,9606(Homo sapiens),9606(Homo sapiens)
LIG_APCC_ABBA_1,PF00400,O60566,Q12834,528,533,None,None,1.2,1.2,"2,566,988,525,505,170",9606(Homo sapiens),9606(Homo sapiens)
LIG_APCC_ABBA_1,PF00400,O43683,Q12834,527,532,None,None,None,None,25669885,9606(Homo sapiens),9606(Homo sapiens)
LIG_APCC_ABBA_1,PF00400,Q9HAW4,P53197,1114,1119,None,None,None,None,21460798,9606(Homo sapiens),559292(Saccharomyces cerevisiae S288c)
LIG_APCC_ABBA_1,PF00400,O60566,Q12834,272,277,None,None,None,None,,9606(Homo sapiens),9606(Homo sapiens)
LIG_APCC_ABBA_1,PF00400,O60566,Q12834,340,345,None,None,None,None,,9606(Homo sapiens),9606(Homo sapiens)
LIG_APCC_ABBAyCdc20_2,PF00400,P47074,P26309,258,264,None,None,None,None,,4932(Saccharomyces cerevisiae),4932(Saccharomyces cerevisiae)
LIG_APCC_ABBA_1,PF00400,P47074,P26309,331,336,374,413,None,None,,4932(Saccharomyces cerevisiae),4932(Saccharomyces cerevisiae)
LIG_APCC_ABBA_1,PF00400,P47074,P26309,331,336,418,458,None,None,,4932(Saccharomyces cerevisiae),4932(Saccharomyces cerevisiae)
LIG_APCC_ABBAyCdc20_2,PF00400,P30283,P26309,99,105,None,None,None,None,25287299,559292(Saccharomyces cerevisiae S288c),4932(Saccharomyces cerevisiae)
DOC_MAPK_MEF2A_6,PF00069,O43353,Q16539,327,335,24,308,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,Q02078,Q16539,270,277,24,308,None,None,"1,033,014,311,786,530",9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,Q12224,Q00772,317,326,23,318,None,None,12410835,559292(Saccharomyces cerevisiae S288c),559292(Saccharomyces cerevisiae S288c)
DOC_MAPK_MEF2A_6,PF00069,O80397,Q39026,21,28,65,348,None,None,25172143,3702(Arabidopsis thaliana),3702(Arabidopsis thaliana)
DOC_MAPK_MEF2A_6,PF00069,O80397,Q39023,21,28,41,324,None,None,25172143,3702(Arabidopsis thaliana),3702(Arabidopsis thaliana)
DOC_MAPK_MEF2A_6,PF00069,Q8RXG3,Q39026,21,28,65,348,None,None,25172143,3702(Arabidopsis thaliana),3702(Arabidopsis thaliana)
DOC_MAPK_MEF2A_6,PF00069,Q8RXG3,Q39023,21,28,41,324,None,None,25172143,3702(Arabidopsis thaliana),3702(Arabidopsis thaliana)
DOC_MAPK_MEF2A_6,PF00069,Q9LPQ3,Q39026,7,16,65,348,None,None,25172143,3702(Arabidopsis thaliana),3702(Arabidopsis thaliana)
DOC_MAPK_MEF2A_6,PF00069,Q9LPQ3,Q39023,7,16,41,324,None,None,25172143,3702(Arabidopsis thaliana),3702(Arabidopsis thaliana)
DOC_MAPK_MEF2A_6,PF00069,Q9FX43,Q39026,7,16,65,348,None,None,25172143,3702(Arabidopsis thaliana),3702(Arabidopsis thaliana)
DOC_MAPK_MEF2A_6,PF00069,Q9FX43,Q39023,7,16,41,324,None,None,25172143,3702(Arabidopsis thaliana),3702(Arabidopsis thaliana)
DOC_MAPK_MEF2A_6,PF00069,Q15750-1,Q16539,402,411,24,308,None,None,16648477,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,Q8CF89,P47811,400,409,24,308,2.9,2.9,24037507,10090(Mus musculus),10090(Mus musculus)
DOC_MAPK_MEF2A_6,PF00069,O60583,Q16539,501,509,24,308,24.5,24.5,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,P23109,Q16539,113,121,24,308,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,P52564,Q16539,7,15,24,308,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,P57682,Q16539,90,97,24,308,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,Q01432,Q16539,82,90,24,308,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,Q63HK5,Q16539,323,330,24,308,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,Q6VAB6,Q16539,333,341,24,308,4.9,4.9,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,Q86VZ6,Q16539,79,88,24,308,8.9,8.9,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,Q8NEZ4,Q16539,1201,1208,24,308,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,Q8WWW8,Q16539,366,374,24,308,5.2,5.2,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,Q9UGJ0,Q16539,30,37,24,308,8.2,8.2,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,Q9ULG1,Q16539,1320,1329,24,308,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,P45985,Q16539,41,48,24,308,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_DCC_7,PF00069,O43497,P28482,1033,1041,25,313,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_DCC_7,PF00069,Q63155,P63086,1146,1155,23,311,17,17,21070949,10116(Rattus norvegicus),10116(Rattus norvegicus)
DOC_MAPK_DCC_7,PF00069,P43146,P28482,1146,1155,25,313,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_DCC_7,PF00069,Q03373,P14681,102,110,13,313,None,None,14734536,4932(Saccharomyces cerevisiae),559292(Saccharomyces cerevisiae S288c)
DOC_MAPK_DCC_7,PF00069,Q03373,P16892,102,110,13,309,1,1,14734536,4932(Saccharomyces cerevisiae),559292(Saccharomyces cerevisiae S288c)
DOC_MAPK_DCC_7,PF00069,D2KU33,Q8H0B4,52,61,46,330,None,None,21386030,4100(Nicotiana benthamiana),4100(Nicotiana benthamiana)
DOC_MAPK_DCC_7,PF00069,D2KU33,B3IWK6,52,61,63,346,None,None,21386030,4100(Nicotiana benthamiana),4100(Nicotiana benthamiana)
DOC_MAPK_DCC_7,PF00069,D2KU33,B3IWK5,52,61,63,345,None,None,21386030,4100(Nicotiana benthamiana),4100(Nicotiana benthamiana)
DOC_MAPK_DCC_7,PF00069,Q03063,P16892,98,107,13,309,None,None,14734536,4932(Saccharomyces cerevisiae),559292(Saccharomyces cerevisiae S288c)
DOC_MAPK_DCC_7,PF00069,Q03063,P14681,98,107,13,313,None,None,14734536,4932(Saccharomyces cerevisiae),559292(Saccharomyces cerevisiae S288c)
DOC_MAPK_DCC_7,PF00069,Q13480,P28482,527,536,25,313,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_DCC_7,PF00069,Q6PJG2,P28482,603,611,25,313,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_DCC_7,PF00069,Q96PN7,P28482,655,663,25,313,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_DCC_7,PF00069,Q13191,P28482,491,499,25,313,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_DCC_7,PF00069,P21268,P16892,73,82,13,309,6,8,16364919,559292(Saccharomyces cerevisiae S288c),559292(Saccharomyces cerevisiae S288c)
DOC_MAPK_HePTP_8,PF00069,Q96CC6,P28482,12,24,25,313,0.9,0.9,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_HePTP_8,PF00069,Q6PJF5,P28482,19,31,25,313,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_HePTP_8,PF00069,P06784,P16892,7,19,13,309,0.1,0.1,"1,113,404,516,364,910",4932(Saccharomyces cerevisiae),559292(Saccharomyces cerevisiae S288c)
DOC_MAPK_HePTP_8,PF00069,P06784,P14681,7,19,13,313,0.06,0.1,"1,113,404,516,364,910",4932(Saccharomyces cerevisiae),559292(Saccharomyces cerevisiae S288c)
DOC_MAPK_HePTP_8,PF00069,P38590,P16892,26,38,13,309,1.5,2.5,16364919,4932(Saccharomyces cerevisiae),559292(Saccharomyces cerevisiae S288c)
DOC_MAPK_HePTP_8,PF00069,P06784,P63086,7,19,23,311,1,1,"1,113,404,516,364,910",4932(Saccharomyces cerevisiae),10116(Rattus norvegicus)
DOC_MAPK_HePTP_8,PF00069,Q62132,P63085,332,344,23,311,None,None,9857190,10090(Mus musculus),10090(Mus musculus)
DOC_MAPK_HePTP_8,PF00069,Q62132,Q63844,332,344,43,331,None,None,9857190,10090(Mus musculus),10090(Mus musculus)
DOC_MAPK_HePTP_8,PF00069,P54829,P63085,239,251,23,311,None,None,"985,719,023,932,588",9606(Homo sapiens),10090(Mus musculus)
DOC_MAPK_HePTP_8,PF00069,P54829,Q63844,239,251,43,331,None,None,"985,719,023,932,588",9606(Homo sapiens),10090(Mus musculus)
DOC_MAPK_HePTP_8,PF00069,P54829,Q16539,239,251,24,308,None,None,"985,719,023,932,588",9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_HePTP_8,PF00069,Q15256,Q16539,333,345,24,308,None,None,23932588,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_HePTP_8,PF00069,P15822,P28482,1422,1437,25,313,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_HePTP_8,PF00069,P15822,Q16539,1422,1437,24,308,None,None,26538579,9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_HePTP_8,PF00069,P35236,P63086,38,50,23,311,None,None,"220,571,261,070,279,000,000,000",9606(Homo sapiens),10116(Rattus norvegicus)
DOC_MAPK_HePTP_8,PF00069,P08018,P32485,217,234,23,302,None,None,18212044,559292(Saccharomyces cerevisiae S288c),559292(Saccharomyces cerevisiae S288c)
LIG_LRP6_Inhibitor_1,PF00058,O94907,O75581,37,43,None,None,6,6,21944579,9606(Homo sapiens),9606(Homo sapiens)
LIG_LRP6_Inhibitor_1,PF00058,Q9BQB4,O75581,114,126,None,None,9,9,"2,194,457,922,696,210",9606(Homo sapiens),9606(Homo sapiens)
LIG_LRP6_Inhibitor_1,PF00058,Q9BQB4,O75197,114,126,None,None,9,9,"2,194,457,922,696,210",9606(Homo sapiens),9606(Homo sapiens)
DEG_SCF_TRCP1_1,PF00400,O97143,O44382,292,297,None,None,None,None,"241,840,971,908,440,000,000,000",7227(Drosophila melanogaster),7227(Drosophila melanogaster)
LIG_14-3-3_ChREBP_3,PF00244,Q8VIP2,Q9CQV8,120,135,11,231,0.03,0.03,26984404,10116(Rattus norvegicus),10090(Mus musculus)
DOC_MAPK_MEF2A_6,PF00069,P36507,P28482,6,14,25,313,7.7,7.7,"2,304,792,423,519,420",9606(Homo sapiens),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,Q8VSP9,P28482,5,12,25,313,93.4,98.2,"1,730,375,818,060,820",623(Shigella flexneri),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,P0A2M9,P28482,5,12,25,313,28,29,18060821,99287(Salmonella enterica subsp. enterica serovar Typhimurium str. LT2),9606(Homo sapiens)
DOC_MAPK_MEF2A_6,PF00069,P0A2M9,Q13164,5,12,55,347,28,29,18060821,99287(Salmonella enterica subsp. enterica serovar Typhimurium str. LT2),9606(Homo sapiens)
LIG_Actin_WH2_1,PF00022,Q87GE5,P68133,205,223,4,377,None,None,17942696,223926(Vibrio parahaemolyticus RIMD 2210633),9606(Homo sapiens)
LIG_Actin_WH2_1,PF00022,C5IZN1,P68133,179,195,4,377,None,None,18005688,666(Vibrio cholerae),9606(Homo sapiens)
LIG_Actin_WH2_1,PF00022,C5IZN1,P68133,249,267,4,377,None,None,18005688,666(Vibrio cholerae),9606(Homo sapiens)
LIG_Actin_WH2_2,PF00022,Q87GE5,P68135,135,151,4,377,None,None,"1,794,269,620,804,760",223926(Vibrio parahaemolyticus RIMD 2210633),9986(Oryctolagus cuniculus)
LIG_Actin_WH2_2,PF00022,Q87GE5,P68133,135,151,4,377,None,None,"1,794,269,620,804,760",223926(Vibrio parahaemolyticus RIMD 2210633),9606(Homo sapiens)
LIG_Actin_WH2_2,PF00022,Q87GE5,P68133,166,182,4,377,None,None,17942696,223926(Vibrio parahaemolyticus RIMD 2210633),9606(Homo sapiens)
LIG_Actin_WH2_2,PF00022,C5IZN1,P68133,210,226,4,377,None,None,18005688,666(Vibrio cholerae),9606(Homo sapiens)
LIG_Actin_WH2_2,PF00022,B4Y9V9,P68133,57,74,4,377,0.538,0.798,25860613,28450(Burkholderia pseudomallei),9606(Homo sapiens)
LIG_REV1ctd_RIR_1,PF16727,Q9UBT6,Q9UBZ9,565,576,1167,1248,0.28,0.28,"2,314,387,226,982,350,000,000,000,000,000,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
LIG_REV1ctd_RIR_1,PF16727,Q9QUG2,Q920Q2,564,575,1165,1246,None,None,"2,270,097,522,859,290",10090(Mus musculus),10090(Mus musculus)
LIG_REV1ctd_RIR_1,PF16727,Q9Y253,Q9UBZ9,481,490,1167,1248,None,None,19170759,9606(Homo sapiens),9606(Homo sapiens)
LIG_REV1ctd_RIR_1,PF16727,Q9Y253,Q9UBZ9,529,539,1167,1248,4.4,4.4,"226,910,492,440,947,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
LIG_REV1ctd_RIR_1,PF16727,Q9UNA4,Q9UBZ9,569,579,1167,1248,5.5,5.5,"2,440,947,519,170,750",9606(Homo sapiens),9606(Homo sapiens)
LIG_REV1ctd_RIR_1,PF16727,Q15054,Q9UBZ9,236,245,1167,1248,1.7,3,26982350,9606(Homo sapiens),9606(Homo sapiens)
LIG_REV1ctd_RIR_1,PF16727,Q9H040,Q9UBZ9,418,428,1167,1248,None,None,26982350,9606(Homo sapiens),9606(Homo sapiens)
LIG_REV1ctd_RIR_1,PF16727,Q60596,Q9UBZ9,191,200,1167,1248,4.5,4.5,24409475,10090(Mus musculus),9606(Homo sapiens)
LIG_IBAR_NPY_1,PF08397,C6UYL8,Q9UQB8,456,458,17,237,49,69,"21,893,288,169,228,600,000,000,000,000,000",544404(Escherichia coli O157:H7 str. TW14359),9606(Homo sapiens)
LIG_IBAR_NPY_1,PF08397,C6UYL8,Q9UHR4,456,458,16,236,None,None,"21,893,288,169,228,600,000,000,000,000,000",544404(Escherichia coli O157:H7 str. TW14359),9606(Homo sapiens)
TRG_ER_FFAT_2,PF00635,O95772,Q9P0L0,205,214,14,120,None,None,"2,410,526,329,858,480",9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_2,PF00635,O95772,O95292,205,214,7,113,None,None,"2,410,526,329,858,480",9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_2,PF00635,O95772,Q8NHP6,205,214,327,432,None,None,"2,410,526,329,858,480",9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_2,PF00635,Q03717,Q9WV55,589,597,14,120,None,None,30012696,10090(Mus musculus),10090(Mus musculus)
TRG_ER_FFAT_2,PF00635,A6H8H5,Q9WV55,604,612,14,120,None,None,30012696,10090(Mus musculus),10090(Mus musculus)
TRG_ER_FFAT_2,PF00635,Q8TDY2,Q9P0L0,727,738,14,120,None,None,29628370,9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_2,PF00635,Q14849,Q9P0L0,204,213,14,120,None,None,24105263,9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_2,PF00635,Q14849,O95292,204,213,7,113,None,None,24105263,9606(Homo sapiens),9606(Homo sapiens)
LIG_PDZ_Wminus1_1,PF00595,Q811U3,Q9JIR4,946,948,619,703,0.27,0.27,"16,095,618,123,913,100,000,000,000,000,000",10116(Rattus norvegicus),10116(Rattus norvegicus)
LIG_PDZ_Wminus1_1,PF00595,Q00975,Q9JIR4,2337,2339,619,703,21.7,25.1,21241895,9606(Homo sapiens),10116(Rattus norvegicus)
LIG_PDZ_Wminus1_1,PF00595,P97445,Q9JIR4,2366,2368,619,703,9.7,10.9,21241895,10090(Mus musculus),10116(Rattus norvegicus)
LIG_PDZ_Wminus1_1,PF00595,O00192,Q96RT1,960,962,1321,1407,14,14,"22,889,411,220,872,200,000,000,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
LIG_PDZ_Wminus1_1,PF00595,Q9UQB3,Q96RT1,1223,1225,1321,1407,37,37,"2,288,941,124,550,280,000,000,000,000,000,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
LIG_PDZ_Wminus1_1,PF00595,Q99569,Q96RT1,1190,1192,1321,1407,8.8,8.8,"11,711,544,228,894,100,000,000,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
LIG_PDZ_Wminus1_1,PF00595,Q9UQB3,Q96NW7,1223,1225,1448,1532,None,None,"2,288,941,124,550,280,000,000,000,000,000,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
LIG_PDZ_Wminus1_1,PF00595,A3RLX3,Q24008,2379,2381,584,661,1.3,1.3,21703451,7227(Drosophila melanogaster),7227(Drosophila melanogaster)
LIG_PDZ_Wminus1_1,PF00595,P36383,Q07157,394,396,422,501,72,72,"2,196,568,411,557,040",9606(Homo sapiens),9606(Homo sapiens)
LIG_PDZ_Wminus1_1,PF00595,Q9EPK5,Q15599,393,395,12,88,None,None,11118213,10090(Mus musculus),9606(Homo sapiens)
LIG_PDZ_Wminus1_1,PF00595,Q8VHY0,Q925T6,2325,2327,1003,1082,None,None,12458226,10090(Mus musculus),10090(Mus musculus)
LIG_PDZ_Wminus1_1,PF00595,Q9NTI7,Q8TBB1,295,297,274,356,None,None,22087225,9606(Homo sapiens),9606(Homo sapiens)
LIG_PDZ_Wminus1_1,PF00595,O00192,Q8TBB1,960,962,274,356,None,None,"22,889,411,220,872,200,000,000,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
LIG_PDZ_Wminus1_1,PF00595,Q6VVB1,O14641,393,395,267,352,None,None,22223637,9606(Homo sapiens),9606(Homo sapiens)
LIG_PDZ_Wminus1_1,PF00595,Q9UQB3,P70587,1223,1225,1401,1485,None,None,"2,288,941,124,550,280,000,000,000,000,000,000,000,000",9606(Homo sapiens),10116(Rattus norvegicus)
LIG_PDZ_Wminus1_1,PF00595,Q99569,P70587,1190,1192,1401,1485,None,None,"11,711,544,228,894,100,000,000,000,000,000",9606(Homo sapiens),10116(Rattus norvegicus)
LIG_PDZ_Wminus1_1,PF00595,Q96DL1-3,Q96RT1,363,365,1321,1407,None,None,24550280,9606(Homo sapiens),9606(Homo sapiens)
LIG_PDZ_Wminus1_1,PF00595,Q8NHY3,Q96RT1,878,880,1321,1407,None,None,"2,288,941,124,550,280",9606(Homo sapiens),9606(Homo sapiens)
LIG_PDZ_Wminus1_1,PF00595,A3EX99,Q96RT1,80,82,1321,1407,None,None,24550280,694007(Tylonycteris bat coronavirus HKU4),9606(Homo sapiens)
LIG_PDZ_Wminus1_1,PF00595,A3EXD5,Q96RT1,80,82,1321,1407,None,None,24550280,694008(Pipistrellus bat coronavirus HKU5),9606(Homo sapiens)
LIG_PDZ_Wminus1_1,PF00595,Q9IDV3,Q96RT1,72,74,1321,1407,None,None,24550280,388819(HIV-1 N_YBF106),9606(Homo sapiens)
LIG_PDZ_Wminus1_1,PF00595,Q1A244,Q96RT1,77,79,1321,1407,None,None,24550280,388912(SIVcpz EK505),9606(Homo sapiens)
LIG_PDZ_Wminus1_1,PF00595,Q16513,Q12923,982,984,1501,1585,None,None,11356191,9606(Homo sapiens),9606(Homo sapiens)
LIG_PDZ_Wminus1_1,PF00595,Q9GZV5,O14641,398,400,267,352,None,None,20412773,9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q9Y5P4,Q9P0L0,319,327,14,120,None,None,"1,689,591,129,858,480",9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q9BZ71,O95292,31,41,7,113,None,None,15545272,9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,O00562,O95292,348,355,7,113,None,None,"1,780,464,015,545,270",9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q9BZ72,O95292,343,351,7,113,None,None,15545272,9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,P21957,Q9P0L0,199,206,14,120,None,None,"1,566,824,612,727,870",4932(Saccharomyces cerevisiae),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q8K4M9,Q9Z270,474,481,14,120,None,None,16004875,10116(Rattus norvegicus),10116(Rattus norvegicus)
TRG_ER_FFAT_1,PF00635,Q9H1P3,Q9P0L0,5,12,14,120,None,None,15212954,9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q9H4L5,O95292,447,456,7,113,None,None,17804640,9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q969R2,Q9P0L0,447,458,14,120,None,None,15212954,9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q9BZF3,Q9P0L0,493,500,14,120,None,None,"1,780,464,015,212,950",9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q9BZF3,O95292,493,500,7,113,None,None,"1,780,464,015,212,950",9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q9BZF2,Q9P0L0,399,408,14,120,None,None,15212954,9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q96SU4,Q9P0L0,293,300,14,120,None,None,"1,780,464,015,212,950",9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q96SU4,O95292,293,300,7,113,None,None,"1,780,464,015,212,950",9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,P22059,Q6Q595,356,364,1,106,4,6,"152,129,541,272,787,000,000,000",9606(Homo sapiens),559292(Saccharomyces cerevisiae S288c)
TRG_ER_FFAT_1,PF00635,P22059,Q9P0L0,356,364,14,120,None,None,"152,129,541,272,787,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q5T4F4,Q9P0L0,285,293,14,120,None,None,19289470,9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q5T4F4,O95292,285,293,7,113,None,None,19289470,9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q15042,P40075,583,591,3,110,None,None,"256,126,702,227,620,000,000,000",9606(Homo sapiens),559292(Saccharomyces cerevisiae S288c)
TRG_ER_FFAT_1,PF00635,Q15042,Q9P0L0,583,591,14,120,None,None,"256,126,702,227,620,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q15042,O95292,583,591,7,113,None,None,"256,126,702,227,620,000,000,000",9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q15042,Q9Z269,583,591,7,113,None,None,"256,126,702,227,620,000,000,000",9606(Homo sapiens),10116(Rattus norvegicus)
TRG_ER_FFAT_1,PF00635,Q5JSH3,Q9P0L0,6,16,14,120,None,None,24885147,9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q5JSH3,O95292,6,16,7,113,None,None,24885147,9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q9UNN5,Q9P0L0,294,301,14,120,None,None,24885147,9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,Q9UNN5,O95292,294,301,7,113,None,None,24885147,9606(Homo sapiens),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,O84008,Q9P0L0,285,293,14,120,None,None,29078338,272561(Chlamydia trachomatis D/UW-3/CX),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,O84008,O95292,285,293,7,113,None,None,29078338,272561(Chlamydia trachomatis D/UW-3/CX),9606(Homo sapiens)
TRG_ER_FFAT_1,PF00635,O43681,O95292,13,20,7,113,None,None,24885147,9606(Homo sapiens),9606(Homo sapiens)
